# kdata file
# Format: Name, Sweetness, Sourness, Nuttiness, Texture
Good Ivan's Tart Dark Chocolate Coated Nonpariels,0.61,0.95,0.62,0.36
Good Ivan's Tart Salted Chocolate Coated Nonpariels,0.02,0.97,0.36,0.33
Good Ivan's Refreshingly Bittersweet Nugat-Filled Mints,0.58,0.25,0.31,0.63
Nastly Refreshingly Semisweet Chocolate Coated Chews,0.69,0.29,0.59,0.26
Hearsay Honey Peanut-Butter Candy Sticks,0.72,0.49,0.69,0.78
Hearsay Bittersweet Cashew Jawbreakers,0.51,0.34,0.88,0.81
Good Ivan's Tart Cheese Chocolate Coated Fudge,0.27,0.85,0.44,0.26
Billy Bonker's Luxurious Bittersweet Walnut Fudge,0.41,0.11,0.93,0.29
Good Ivan's Cool Bittersweet Nut Fudge,0.68,0.18,0.92,0.03
Nastly Bittersweet Fruit Nonpariels,0.56,0.67,0.18,0.63
Nastly Cool Dark Almond Fudge,0.64,0.28,0.91,0.05
Nastly Cool Salted Caramel Mints,0.28,0.21,0.03,0.52
Billy Bonker's Cool Bittersweet Chocolate Coated Jawbreakers,0.61,0.23,0.31,0.88
Nastly Cheese Nugat-Filled Mints,0.02,0.68,0.35,0.35
Billy Bonker's Tangy Bittersweet Nut Velvet,0.65,0.77,0.87,0.13
Good Ivan's Cheese Walnut Bar,0.29,0.62,0.71,0.65
Billy Bonker's Tangy Dark Nugat-Filled Candy Sticks,0.4,0.78,0.43,0.91
Hearsay Honey Peanut-Butter Velvet,0.98,0.45,0.32,0.28
Good Ivan's Sour Bitter Nut Wafers,0.01,0.93,0.85,0.31
Billy Bonker's Semisweet Chocolate Coated Bar,0.64,0.33,0.44,0.3
Billy Bonker's Sour Dark Spearmint Mints,0.47,0.86,0.2,0.3
Billy Bonker's Refreshingly Semisweet Peanut Fudge,0.61,0.21,0.95,0.28
Billy Bonker's Cheese Chocolate Coated Chews,0.02,0.69,0.7,0.09
Nastly Cool Indulgent Chocolate Coated Nonpariels,0.88,0.07,0.54,0.7
Good Ivan's Refreshingly Semisweet Nugat-Filled Wafers,0.61,0.26,0.46,0.53
Hearsay Sinful Fruit Fudge,0.71,0.38,0.16,0.08
Billy Bonker's Luxurious Salted Walnut Wafers,0.03,0.1,0.86,0.37
Billy Bonker's Refreshingly Semisweet Walnut Bar,0.65,0.05,0.93,0.69
Billy Bonker's Tangy Bitter Peanut-Butter Fudge,0.09,0.77,0.45,0.05
Hearsay Bittersweet Nut Lollipops,0.3,0.68,0.82,0.98
Billy Bonker's Sour Bitter Walnut Fudge,0.09,0.82,0.88,0.16
Nastly Honey Nugat-Filled Chews,0.76,0.49,0.49,0.28
Good Ivan's Luxurious Bittersweet Peanut Nonpariels,0.32,0.04,0.83,0.68
Hearsay Sour Semisweet Peanut-Butter Fudge,0.33,0.79,0.47,0.14
Billy Bonker's Tangy Indulgent Spearmint Jawbreakers,0.92,1,0.25,0.85
Good Ivan's Tart Salted Nugat-Filled Wafers,0.06,0.73,0.68,0.38
Nastly Salted Walnut Nonpariels,0.06,0.54,0.85,0.39
Nastly Luxurious Sinful Chocolate Coated Bar,0.93,0.08,0.53,0.64
Good Ivan's Cool Bitter Fruit Lollipops,0.06,0.04,0.23,0.77
Nastly Dark Chocolate Coated Jawbreakers,0.44,0.54,0.65,0.74
Good Ivan's Refreshingly Salted Fruit Lollipops,0.17,0.28,0.25,0.79
Billy Bonker's Semisweet Spearmint Wafers,0.56,0.69,0.07,0.43
Good Ivan's Bittersweet Walnut Candy Sticks,0.5,0.3,0.76,0.81
Hearsay Salted Nugat-Filled Clusters,0.25,0.58,0.63,0.84
Billy Bonker's Sour Salted Caramel Wafers,0.26,0.81,0,0.62
Nastly Refreshingly Semisweet Peanut Lollipops,0.46,0.29,0.92,0.93
Hearsay Refreshingly Sinful Caramel Velvet,0.9,0.27,0.14,0.19
Good Ivan's Cool Honey Nugat-Filled Wafers,0.72,0.19,0.48,0.32
Billy Bonker's Tart Indulgent Chocolate Coated Bar,0.97,0.91,0.63,0.33
Hearsay Refreshingly Bittersweet Cashew Lollipops,0.52,0.09,0.79,0.87
Billy Bonker's Refreshingly Honey Caramel Mints,0.98,0.18,0.11,0.65
Billy Bonker's Dark Chocolate Mints,0.7,0.58,0.2,0.49
Hearsay Sinful Peanut-Butter Nonpariels,0.73,0.34,0.32,0.32
Hearsay Tart Bittersweet Fruit Fudge,0.38,0.96,0.19,0.22
Good Ivan's Tangy Indulgent Fruit Candy Sticks,0.83,0.71,0.15,0.85
Good Ivan's Sinful Fruit Velvet,0.83,0.61,0.12,0.19
Billy Bonker's Cool Bitter Wintergreen Velvet,0.15,0.05,0.24,0.22
Billy Bonker's Luxurious Dark Peanut Candy Sticks,0.65,0.2,0.74,0.87
Billy Bonker's Tangy Bittersweet Spearmint Chews,0.6,0.83,0.22,0.03
Good Ivan's Honey Chocolate Bar,0.82,0.47,0.07,0.39
Billy Bonker's Sour Bittersweet Chocolate Nonpariels,0.68,0.72,0.1,0.41
Nastly Tangy Bitter Nugat-Filled Velvet,0.27,0.77,0.68,0.28
Billy Bonker's Cool Sinful Chocolate Coated Mints,0.85,0.2,0.46,0.65
Billy Bonker's Bittersweet Nugat-Filled Chews,0.5,0.68,0.5,0.21
Good Ivan's Sour Indulgent Cashew Mints,0.78,0.77,0.85,0.51
Good Ivan's Refreshingly Semisweet Nugat-Filled Mints,0.7,0.17,0.51,0.54
Nastly Sinful Almond Wafers,0.82,0.68,0.84,0.49
Billy Bonker's Tangy Honey Wintergreen Jawbreakers,0.82,0.86,0.06,0.79
Nastly Sour Dark Caramel Bar,0.68,0.89,0.26,0.7
Good Ivan's Luxurious Honey Nugat-Filled Nonpariels,0.83,0.23,0.63,0.63
Good Ivan's Tart Sinful Wintergreen Fudge,0.74,0.93,0.16,0
Hearsay Bittersweet Peanut Mints,0.64,0.56,0.72,0.67
Good Ivan's Refreshingly Bitter Spearmint Nonpariels,0.2,0.05,0.16,0.45
Nastly Tangy Honey Spearmint Chews,0.96,0.99,0.14,0.12
Hearsay Tangy Sinful Nugat-Filled Nonpariels,0.92,0.88,0.39,0.54
Billy Bonker's Semisweet Caramel Wafers,0.39,0.53,0.15,0.39
Billy Bonker's Tart Bittersweet Walnut Fudge,0.7,0.78,0.78,0.2
Good Ivan's Tart Bitter Chocolate Coated Fudge,0.01,0.74,0.37,0.17
Nastly Tangy Indulgent Nut Wafers,0.96,0.98,0.92,0.55
Hearsay Sour Dark Spearmint Mints,0.68,0.73,0.25,0.67
Hearsay Refreshingly Salted Wintergreen Velvet,0.23,0.12,0.28,0.29
Nastly Tangy Bitter Nut Chews,0.08,0.77,0.93,0.02
Hearsay Refreshingly Semisweet Chocolate Coated Clusters,0.61,0.04,0.32,0.89
Good Ivan's Luxurious Semisweet Walnut Clusters,0.33,0.12,0.85,0.95
Good Ivan's Refreshingly Bittersweet Chocolate Coated Velvet,0.33,0.07,0.32,0.11
Nastly Cool Indulgent Nugat-Filled Mints,0.83,0.19,0.68,0.34
Billy Bonker's Refreshingly Indulgent Peanut-Butter Wafers,0.78,0.03,0.35,0.68
Hearsay Sour Dark Nugat-Filled Candy Sticks,0.32,0.93,0.42,0.94
Billy Bonker's Sour Sinful Chocolate Candy Sticks,0.71,0.78,0.07,0.81
Billy Bonker's Sour Bittersweet Nugat-Filled Bar,0.64,0.91,0.49,0.41
Billy Bonker's Refreshingly Honey Spearmint Candy Sticks,0.76,0.22,0.29,0.89
Nastly Bitter Walnut Velvet,0.27,0.36,0.75,0.03
Nastly Semisweet Peanut Bar,0.56,0.5,0.83,0.45
Nastly Luxurious Dark Walnut Chews,0.35,0.27,0.83,0.15
Nastly Cool Semisweet Walnut Bar,0.5,0.14,0.9,0.34
Nastly Sour Semisweet Nugat-Filled Nonpariels,0.56,0.98,0.4,0.43
Nastly Sour Cheese Nugat-Filled Bar,0.28,0.73,0.53,0.38
Billy Bonker's Tangy Bittersweet Chocolate Coated Candy Sticks,0.38,0.96,0.69,0.91
Billy Bonker's Refreshingly Dark Nut Clusters,0.55,0.12,0.95,0.71
Nastly Refreshingly Dark Cashew Lollipops,0.32,0.08,0.79,0.87
Good Ivan's Cheese Nugat-Filled Nonpariels,0.1,0.31,0.64,0.49
Billy Bonker's Luxurious Salted Peanut-Butter Bar,0.11,0.12,0.4,0.34
Nastly Cool Semisweet Walnut Lollipops,0.56,0.26,0.82,0.97
Hearsay Tangy Cheese Peanut Candy Sticks,0.14,0.85,0.85,0.76
Nastly Sour Honey Nut Mints,0.94,0.92,0.74,0.56
Good Ivan's Refreshingly Sinful Cashew Candy Sticks,0.99,0.18,0.78,0.94
Hearsay Dark Spearmint Bar,0.36,0.63,0.28,0.35
Billy Bonker's Salted Walnut Clusters,0.16,0.57,0.74,0.74
Hearsay Salted Fruit Nonpariels,0.14,0.55,0.11,0.69
Nastly Tart Bittersweet Chocolate Mints,0.34,0.78,0.18,0.3
Billy Bonker's Tart Cheese Fruit Chews,0.13,0.99,0.13,0.27
Nastly Refreshingly Honey Chocolate Coated Mints,0.9,0.08,0.35,0.43
Billy Bonker's Sour Semisweet Nugat-Filled Nonpariels,0.7,0.96,0.69,0.49
Good Ivan's Semisweet Nugat-Filled Nonpariels,0.39,0.39,0.61,0.61
Nastly Luxurious Bittersweet Nugat-Filled Velvet,0.49,0.17,0.68,0.17
Hearsay Dark Chocolate Wafers,0.43,0.63,0.04,0.64
Good Ivan's Tart Dark Chocolate Coated Bar,0.33,0.81,0.41,0.35
Good Ivan's Cool Cheese Peanut-Butter Bar,0.05,0,0.48,0.44
Good Ivan's Tart Sinful Wintergreen Jawbreakers,0.83,0.84,0.23,0.89
Good Ivan's Luxurious Bittersweet Peanut Fudge,0.54,0.04,0.71,0.1
Good Ivan's Semisweet Walnut Lollipops,0.34,0.35,0.99,0.73
Billy Bonker's Tart Salted Chocolate Coated Wafers,0.15,0.93,0.49,0.48
Billy Bonker's Semisweet Peanut-Butter Velvet,0.44,0.63,0.52,0.06
Good Ivan's Cheese Chocolate Coated Clusters,0.14,0.45,0.34,0.71
Billy Bonker's Cheese Nugat-Filled Lollipops,0.18,0.51,0.68,0.98
Nastly Sour Honey Nugat-Filled Mints,0.74,0.96,0.65,0.44
Good Ivan's Sour Cheese Caramel Chews,0.13,0.81,0.04,0.06
Nastly Tangy Bittersweet Chocolate Coated Mints,0.33,0.91,0.32,0.31
Hearsay Bitter Peanut Lollipops,0.05,0.51,0.76,0.82
Good Ivan's Sour Honey Nugat-Filled Wafers,0.84,0.79,0.57,0.38
Good Ivan's Sour Salted Nugat-Filled Velvet,0.09,0.98,0.66,0.18
Billy Bonker's Dark Nugat-Filled Wafers,0.36,0.65,0.62,0.69
Hearsay Tart Sinful Spearmint Clusters,0.82,0.91,0.2,0.81
Nastly Tart Sinful Peanut Bar,0.74,0.8,0.71,0.33
Good Ivan's Bittersweet Almond Lollipops,0.34,0.37,0.79,0.94
Good Ivan's Luxurious Honey Chocolate Coated Fudge,0.93,0.27,0.54,0.19
Nastly Tangy Semisweet Wintergreen Nonpariels,0.58,0.83,0.14,0.64
Billy Bonker's Salted Cashew Candy Sticks,0.18,0.67,0.8,0.9
Good Ivan's Bitter Chocolate Coated Jawbreakers,0.18,0.64,0.7,0.9
Good Ivan's Indulgent Chocolate Coated Nonpariels,0.96,0.69,0.51,0.55
Good Ivan's Bittersweet Nut Mints,0.66,0.69,0.8,0.68
Billy Bonker's Refreshingly Semisweet Chocolate Coated Clusters,0.56,0.13,0.47,0.74
Hearsay Sour Semisweet Peanut-Butter Bar,0.7,0.94,0.59,0.52
Billy Bonker's Sour Cheese Nugat-Filled Wafers,0.27,0.92,0.46,0.31
Billy Bonker's Sour Semisweet Spearmint Wafers,0.34,0.94,0.05,0.52
Nastly Tart Semisweet Peanut Wafers,0.7,0.71,0.8,0.64
Nastly Luxurious Salted Peanut-Butter Wafers,0.02,0.2,0.41,0.7
Hearsay Bittersweet Almond Wafers,0.39,0.43,0.74,0.69
Billy Bonker's Tart Honey Wintergreen Velvet,0.77,0.81,0.11,0.06
Hearsay Tart Sinful Fruit Jawbreakers,0.72,0.94,0.08,0.95
Hearsay Sour Sinful Cashew Velvet,0.81,0.96,0.99,0.25
Good Ivan's Cool Indulgent Chocolate Coated Wafers,0.73,0.11,0.68,0.45
Hearsay Tart Sinful Spearmint Lollipops,0.91,0.78,0.03,0.75
Nastly Dark Nugat-Filled Velvet,0.66,0.65,0.35,0.27
Hearsay Semisweet Nugat-Filled Fudge,0.33,0.62,0.32,0.18
Good Ivan's Cool Salted Almond Jawbreakers,0.28,0.05,0.96,0.98
Nastly Tangy Bitter Peanut Candy Sticks,0.01,0.93,0.87,0.83
Nastly Tart Bitter Chocolate Coated Chews,0.25,0.83,0.5,0.04
Hearsay Bittersweet Fruit Fudge,0.64,0.49,0.17,0.08
Nastly Tangy Dark Chocolate Coated Bar,0.49,0.72,0.31,0.4
Nastly Refreshingly Semisweet Nut Fudge,0.7,0.01,0.95,0.26
Nastly Luxurious Indulgent Peanut-Butter Wafers,0.95,0.1,0.43,0.41
Billy Bonker's Tangy Bittersweet Chocolate Mints,0.55,0.84,0.28,0.36
Nastly Tangy Sinful Peanut-Butter Lollipops,0.76,0.72,0.5,0.76
Billy Bonker's Refreshingly Salted Almond Mints,0.28,0.29,0.86,0.58
Billy Bonker's Tangy Semisweet Fruit Bar,0.58,0.94,0.11,0.39
Hearsay Semisweet Nut Fudge,0.61,0.33,0.92,0.08
Billy Bonker's Semisweet Fruit Lollipops,0.32,0.3,0.1,0.91
Billy Bonker's Bittersweet Peanut-Butter Bar,0.31,0.67,0.48,0.39
Hearsay Sour Salted Peanut-Butter Fudge,0.02,0.85,0.5,0.13
Hearsay Dark Peanut-Butter Velvet,0.48,0.41,0.45,0.04
Good Ivan's Cheese Chocolate Coated Fudge,0.23,0.46,0.6,0.25
Hearsay Tangy Dark Nut Wafers,0.67,0.75,0.88,0.42
Billy Bonker's Honey Chocolate Jawbreakers,0.77,0.4,0.16,0.87
Good Ivan's Refreshingly Semisweet Nut Mints,0.65,0.15,0.99,0.65
Good Ivan's Semisweet Nut Wafers,0.46,0.4,0.83,0.33
Billy Bonker's Sour Semisweet Nugat-Filled Fudge,0.39,0.95,0.6,0.21
Billy Bonker's Sinful Peanut-Butter Mints,0.71,0.33,0.41,0.54
Hearsay Dark Wintergreen Bar,0.41,0.68,0.17,0.65
Nastly Refreshingly Semisweet Almond Clusters,0.49,0.15,0.88,0.8
Billy Bonker's Cool Semisweet Fruit Candy Sticks,0.6,0.27,0.27,0.87
Good Ivan's Dark Chocolate Coated Wafers,0.41,0.55,0.47,0.61
Hearsay Sinful Spearmint Fudge,0.74,0.48,0.1,0.16
Nastly Dark Caramel Velvet,0.62,0.62,0.18,0.15
Billy Bonker's Refreshingly Salted Peanut Nonpariels,0.17,0.05,0.76,0.34
Billy Bonker's Tart Dark Nugat-Filled Chews,0.6,0.85,0.48,0.16
Good Ivan's Honey Peanut-Butter Wafers,0.98,0.69,0.66,0.36
Billy Bonker's Semisweet Chocolate Coated Fudge,0.57,0.35,0.32,0.02
Nastly Luxurious Semisweet Peanut-Butter Nonpariels,0.65,0.14,0.35,0.55
Hearsay Refreshingly Semisweet Peanut Fudge,0.63,0.08,0.77,0.29
Hearsay Bitter Nugat-Filled Lollipops,0.13,0.54,0.67,0.86
Billy Bonker's Bittersweet Nut Jawbreakers,0.38,0.38,0.75,0.86
Good Ivan's Dark Wintergreen Fudge,0.66,0.59,0.1,0.07
Good Ivan's Indulgent Chocolate Coated Chews,0.8,0.69,0.37,0.22
Good Ivan's Luxurious Semisweet Peanut-Butter Mints,0.66,0.15,0.33,0.58
Hearsay Bitter Nugat-Filled Jawbreakers,0.12,0.61,0.65,0.87
Good Ivan's Cool Semisweet Fruit Lollipops,0.67,0.06,0.27,0.98
Billy Bonker's Bittersweet Peanut-Butter Jawbreakers,0.37,0.4,0.69,0.94
Hearsay Dark Nugat-Filled Wafers,0.38,0.34,0.69,0.52
Good Ivan's Refreshingly Dark Peanut Fudge,0.6,0.06,0.96,0.02
Nastly Tangy Semisweet Fruit Chews,0.6,0.95,0.19,0.17
Good Ivan's Sour Honey Walnut Bar,0.71,0.97,0.82,0.43
Nastly Sour Salted Nugat-Filled Velvet,0.11,0.78,0.66,0.24
Good Ivan's Indulgent Caramel Lollipops,0.98,0.62,0.24,0.96
Billy Bonker's Luxurious Dark Nugat-Filled Candy Sticks,0.41,0.16,0.66,0.86
Nastly Bitter Peanut-Butter Nonpariels,0.11,0.46,0.52,0.58
Good Ivan's Sinful Caramel Fudge,0.82,0.51,0.05,0.09
Good Ivan's Luxurious Honey Wintergreen Chews,0.76,0.05,0.19,0.09
Hearsay Dark Peanut Wafers,0.32,0.48,0.99,0.7
Hearsay Honey Chocolate Coated Wafers,0.98,0.58,0.69,0.55
Billy Bonker's Luxurious Dark Spearmint Wafers,0.51,0.12,0.04,0.41
Nastly Tart Cheese Peanut-Butter Chews,0.1,0.95,0.69,0.27
Good Ivan's Bitter Nut Lollipops,0.07,0.63,0.92,0.76
Good Ivan's Bitter Nugat-Filled Bar,0.16,0.37,0.31,0.53
Nastly Cool Sinful Peanut-Butter Lollipops,0.73,0.15,0.38,0.99
Billy Bonker's Sour Bitter Peanut-Butter Velvet,0.09,0.74,0.67,0.27
Good Ivan's Luxurious Dark Walnut Bar,0.43,0.24,0.75,0.68
Hearsay Tart Dark Fruit Bar,0.46,0.76,0.17,0.35
Good Ivan's Honey Peanut-Butter Nonpariels,0.89,0.35,0.6,0.33
Good Ivan's Indulgent Peanut-Butter Wafers,0.86,0.35,0.49,0.33
Nastly Tart Sinful Fruit Wafers,0.83,0.96,0.23,0.7
Hearsay Cheese Walnut Mints,0.11,0.64,0.88,0.69
Billy Bonker's Honey Caramel Nonpariels,0.97,0.53,0.2,0.35
Billy Bonker's Indulgent Peanut-Butter Velvet,0.81,0.3,0.55,0.04
Good Ivan's Cool Dark Cashew Bar,0.38,0.25,0.85,0.37
Billy Bonker's Tangy Indulgent Peanut-Butter Velvet,0.74,0.96,0.39,0.12
Good Ivan's Honey Chocolate Coated Wafers,0.73,0.37,0.41,0.42
Billy Bonker's Tart Semisweet Wintergreen Nonpariels,0.35,0.76,0.23,0.39
Hearsay Bittersweet Nugat-Filled Chews,0.65,0.51,0.39,0.25
Good Ivan's Cool Honey Caramel Fudge,0.9,0.06,0.16,0.25
Billy Bonker's Cheese Walnut Nonpariels,0.23,0.65,0.98,0.56
Hearsay Bittersweet Cashew Mints,0.53,0.57,0.96,0.38
Billy Bonker's Cool Bitter Caramel Chews,0.01,0.05,0.13,0.14
Hearsay Luxurious Sinful Wintergreen Wafers,0.72,0.05,0.08,0.52
Billy Bonker's Sour Indulgent Caramel Jawbreakers,0.94,0.78,0.02,0.78
Good Ivan's Bitter Fruit Velvet,0.15,0.48,0.11,0.14
Nastly Cool Bittersweet Nut Lollipops,0.44,0.07,0.9,0.92
Hearsay Refreshingly Dark Fruit Velvet,0.58,0.19,0.24,0.1
Hearsay Semisweet Cashew Clusters,0.7,0.39,0.74,0.81
Nastly Cheese Chocolate Wafers,0.02,0.39,0.08,0.61
Good Ivan's Refreshingly Dark Walnut Velvet,0.68,0.15,0.74,0.06
Nastly Refreshingly Salted Peanut Lollipops,0.15,0.22,0.75,0.85
Billy Bonker's Cool Dark Peanut-Butter Chews,0.66,0.04,0.66,0.28
Billy Bonker's Salted Chocolate Coated Velvet,0.09,0.67,0.34,0.17
Billy Bonker's Sour Bitter Peanut-Butter Chews,0.13,0.85,0.47,0.13
Good Ivan's Sinful Caramel Jawbreakers,0.86,0.63,0.28,0.72
Billy Bonker's Refreshingly Salted Peanut-Butter Velvet,0.05,0.25,0.67,0.06
Billy Bonker's Cool Indulgent Nugat-Filled Bar,0.94,0.2,0.57,0.64
Good Ivan's Honey Caramel Velvet,0.74,0.44,0.2,0.09
Good Ivan's Refreshingly Sinful Chocolate Fudge,0.78,0.21,0.03,0.23
Good Ivan's Honey Peanut-Butter Fudge,0.92,0.58,0.65,0.01
Good Ivan's Refreshingly Bittersweet Cashew Mints,0.69,0.26,0.85,0.69
Nastly Tart Indulgent Chocolate Coated Lollipops,0.74,0.72,0.45,0.8
Hearsay Cool Bitter Wintergreen Fudge,0.14,0.19,0.08,0.24
Billy Bonker's Luxurious Dark Chocolate Coated Bar,0.68,0.27,0.52,0.44
Good Ivan's Cool Indulgent Peanut-Butter Bar,1,0.15,0.58,0.64
Billy Bonker's Tart Bittersweet Peanut-Butter Wafers,0.37,0.97,0.52,0.69
Hearsay Luxurious Salted Spearmint Bar,0.17,0.29,0,0.33
Hearsay Bittersweet Peanut-Butter Mints,0.44,0.63,0.63,0.3
Good Ivan's Refreshingly Dark Almond Lollipops,0.57,0.13,0.73,0.88
Hearsay Luxurious Dark Peanut-Butter Velvet,0.51,0.02,0.62,0.29
Billy Bonker's Bittersweet Peanut-Butter Mints,0.4,0.68,0.65,0.68
Billy Bonker's Tangy Semisweet Fruit Nonpariels,0.6,0.93,0.2,0.68
Nastly Dark Almond Fudge,0.65,0.32,0.99,0.12
Billy Bonker's Tart Honey Peanut Mints,0.86,0.94,0.87,0.43
Good Ivan's Sour Indulgent Chocolate Mints,0.98,0.8,0.24,0.62
Billy Bonker's Sour Salted Walnut Bar,0.08,0.98,0.91,0.48
Hearsay Sour Bitter Spearmint Jawbreakers,0.22,0.93,0.26,0.78
Billy Bonker's Sour Bittersweet Chocolate Coated Velvet,0.36,0.89,0.32,0.09
Nastly Semisweet Caramel Fudge,0.6,0.4,0.29,0.16
Nastly Sour Bittersweet Fruit Bar,0.7,0.73,0.26,0.45
Nastly Semisweet Peanut-Butter Lollipops,0.57,0.59,0.5,0.82
Billy Bonker's Refreshingly Honey Chocolate Coated Wafers,0.72,0.03,0.59,0.6
Good Ivan's Salted Peanut Nonpariels,0.25,0.51,0.8,0.68
Nastly Semisweet Nugat-Filled Velvet,0.56,0.39,0.67,0.07
Billy Bonker's Luxurious Bittersweet Nugat-Filled Mints,0.69,0.07,0.38,0.33
Hearsay Cool Salted Peanut-Butter Fudge,0.28,0.22,0.42,0.27
Billy Bonker's Refreshingly Semisweet Nugat-Filled Lollipops,0.38,0.26,0.62,0.94
Hearsay Bitter Peanut Jawbreakers,0.17,0.43,0.71,0.77
Hearsay Cool Semisweet Chocolate Coated Wafers,0.56,0.28,0.59,0.44
Billy Bonker's Salted Almond Candy Sticks,0.04,0.41,0.94,0.96
Billy Bonker's Refreshingly Dark Nugat-Filled Fudge,0.3,0.19,0.42,0.22
Billy Bonker's Refreshingly Cheese Almond Fudge,0.1,0,0.71,0.15
Good Ivan's Dark Caramel Velvet,0.42,0.39,0.14,0.1
Billy Bonker's Tart Indulgent Caramel Candy Sticks,0.77,0.75,0,0.76
Good Ivan's Sinful Peanut-Butter Mints,0.96,0.63,0.62,0.48
Good Ivan's Salted Nut Bar,0.08,0.34,0.82,0.65
Good Ivan's Dark Chocolate Wafers,0.37,0.55,0.01,0.49
Good Ivan's Tangy Semisweet Chocolate Coated Nonpariels,0.33,0.74,0.65,0.34
Good Ivan's Tangy Cheese Nugat-Filled Velvet,0.09,0.72,0.44,0.22
Good Ivan's Tangy Cheese Wintergreen Wafers,0.13,0.94,0.28,0.66
Billy Bonker's Refreshingly Bittersweet Wintergreen Clusters,0.63,0.29,0.17,0.75
Nastly Tart Bitter Nugat-Filled Fudge,0.1,0.88,0.52,0.25
Good Ivan's Honey Wintergreen Bar,0.75,0.38,0.12,0.34
Hearsay Sour Salted Fruit Chews,0.06,0.87,0.09,0.08
Hearsay Cheese Fruit Nonpariels,0.24,0.5,0.22,0.3
Nastly Indulgent Chocolate Coated Lollipops,0.87,0.57,0.7,0.81
Hearsay Refreshingly Honey Nugat-Filled Nonpariels,0.78,0.23,0.51,0.59
Good Ivan's Tart Bittersweet Cashew Velvet,0.67,0.87,0.74,0.01
Nastly Bittersweet Almond Candy Sticks,0.65,0.38,0.83,0.71
Good Ivan's Sour Cheese Peanut-Butter Chews,0.09,0.97,0.4,0.28
Nastly Dark Walnut Mints,0.37,0.33,0.91,0.65
Hearsay Tart Honey Caramel Jawbreakers,0.89,0.94,0.15,0.97
Billy Bonker's Tangy Cheese Chocolate Coated Nonpariels,0.03,1,0.4,0.36
Good Ivan's Sinful Nut Candy Sticks,0.93,0.63,0.99,0.86
Good Ivan's Bitter Almond Bar,0.25,0.6,0.87,0.65
Good Ivan's Sinful Wintergreen Wafers,0.91,0.59,0.16,0.62
Hearsay Sour Sinful Nugat-Filled Jawbreakers,0.82,0.95,0.31,0.82
Good Ivan's Sinful Peanut-Butter Clusters,0.97,0.5,0.67,0.98
Billy Bonker's Salted Almond Nonpariels,0.09,0.55,0.85,0.66
Good Ivan's Luxurious Semisweet Chocolate Wafers,0.44,0.03,0.27,0.4
Billy Bonker's Semisweet Nugat-Filled Fudge,0.3,0.64,0.36,0.06
Nastly Semisweet Nugat-Filled Wafers,0.63,0.35,0.52,0.48
Good Ivan's Bitter Nut Mints,0.06,0.49,0.92,0.7
Nastly Bittersweet Cashew Lollipops,0.6,0.34,0.75,0.96
Nastly Luxurious Sinful Peanut-Butter Bar,0.82,0.26,0.6,0.35
Good Ivan's Refreshingly Honey Almond Velvet,0.71,0.05,0.73,0.16
Billy Bonker's Refreshingly Semisweet Chocolate Coated Candy Sticks,0.46,0.1,0.62,0.94
Hearsay Tart Salted Wintergreen Chews,0.18,0.9,0.17,0.19
Nastly Sour Honey Wintergreen Candy Sticks,0.72,0.71,0.19,0.78
Billy Bonker's Salted Nut Clusters,0.21,0.53,0.74,0.78
Billy Bonker's Refreshingly Semisweet Peanut Wafers,0.5,0.1,0.8,0.62
Hearsay Tangy Bittersweet Walnut Lollipops,0.7,0.86,0.98,0.83
Billy Bonker's Tart Bittersweet Nugat-Filled Mints,0.7,0.99,0.53,0.52
Nastly Luxurious Salted Nut Jawbreakers,0.1,0.01,0.81,0.96
Nastly Luxurious Sinful Chocolate Coated Clusters,0.84,0.27,0.6,0.72
Good Ivan's Cool Bittersweet Peanut-Butter Jawbreakers,0.64,0.13,0.68,0.93
Nastly Luxurious Dark Peanut-Butter Fudge,0.3,0.13,0.57,0.02
Hearsay Salted Nut Wafers,0.11,0.49,0.85,0.66
Billy Bonker's Sour Cheese Chocolate Coated Nonpariels,0.07,0.93,0.59,0.55
Nastly Refreshingly Semisweet Nut Lollipops,0.46,0.26,0.74,0.81
Billy Bonker's Cool Sinful Chocolate Coated Nonpariels,0.96,0.11,0.5,0.31
Good Ivan's Refreshingly Dark Peanut Velvet,0.7,0.1,0.76,0.07
Billy Bonker's Luxurious Cheese Peanut Mints,0.18,0.03,0.76,0.31
Good Ivan's Semisweet Caramel Mints,0.47,0.65,0.16,0.64
Nastly Semisweet Almond Mints,0.34,0.33,0.9,0.4
Billy Bonker's Cool Cheese Nugat-Filled Lollipops,0.15,0.22,0.42,0.92
Billy Bonker's Refreshingly Dark Nugat-Filled Mints,0.54,0.03,0.42,0.43
Nastly Dark Peanut Nonpariels,0.58,0.47,0.97,0.7
Good Ivan's Tangy Dark Nugat-Filled Mints,0.56,0.92,0.37,0.62
Hearsay Sinful Nugat-Filled Lollipops,0.97,0.63,0.37,0.8
Hearsay Bitter Chocolate Velvet,0.06,0.37,0.14,0.25
Billy Bonker's Refreshingly Sinful Nugat-Filled Nonpariels,0.77,0.13,0.6,0.66
Hearsay Tangy Indulgent Peanut Mints,0.92,0.91,0.88,0.59
Hearsay Sour Cheese Chocolate Coated Nonpariels,0.07,0.97,0.56,0.55
Nastly Tangy Honey Wintergreen Clusters,0.98,0.91,0.25,0.8
Billy Bonker's Indulgent Nugat-Filled Chews,0.79,0.63,0.46,0.05
